0,1,N-Z,N,Z,A,EL,MASSEXCESS,dMASSEXCESS,BINDINGENERGY_A,dBINDINGENERGY_A,BETA_DECAYENERGY,dBETA_DECAYENERGY,ATOMICMASS,dATOMICMASS,IsCalculated
819,,15,47,32,79,Ge,-69527.18,37.161,8634.5089,0.4704,4108.9014,37.4361,78925359.51,39.893,0
820,,13,46,33,79,As,-73636.081,5.325,8676.6172,0.0674,2281.3849,5.3284,78920948.42,5.716,0
821,,11,45,34,79,Se,-75917.466,0.223,8695.5923,0.0028,150.6016,1.0186,78918499.25,0.238,0
822,,9,44,35,79,Br,-76068.067,1.001,8687.5956,0.0127,-1625.7778,3.3333,78918337.57,1.074,0
823,,7,43,36,79,Kr,-74442.29,3.48,8657.113,0.0441,-3639.5114,3.9423,78920082.92,3.736,0
824,,5,42,37,79,Rb,-70802.778,1.943,8601.1401,0.0246,-5323.114,7.563,78923990.1,2.085,0
825,,3,41,38,79,Sr,-65479.664,7.421,8523.8558,0.0939,-7676.7291,80.4515,78929704.69,7.967,0
826,,1,40,39,79,Y,-57802.935,80.108,8416.7788,1.014,-11033,310,78937946,86,0
827,,-1,39,40,79,Zr,-46770,300,8267,4,-15120,583,78949790,322,1
828,,-3,38,41,79,Nb,-31650,500,8066,6,,,78966022,537,1
829,0,24,52,28,80,Ni,-23240,600,8088,7,13440,671,79975051,644,1
830,,22,51,29,80,Cu,-36679,300,8246,4,14969,300,79960623,322,1
831,,20,50,30,80,Zn,-51648.619,2.585,8423.5457,0.0323,7575.0553,3.8774,79944552.93,2.774,0
832,,18,49,31,80,Ga,-59223.675,2.891,8508.4545,0.0361,10311.6397,3.5409,79936420.77,3.103,0
833,,16,48,32,80,Ge,-69535.314,2.054,8627.5707,0.0257,2679.2869,3.9156,79925350.77,2.205,0
834,,14,47,33,80,As,-72214.601,3.333,8651.2824,0.0417,5544.8861,3.4412,79922474.44,3.578,0
835,,12,46,34,80,Se,-77759.487,0.947,8710.8142,0.0118,-1870.4623,0.3095,79916521.76,1.016,0
836,,10,45,35,80,Br,-75889.025,0.993,8677.6541,0.0124,2004.4299,1.1413,79918529.78,1.065,0
837,,8,44,36,80,Kr,-77893.455,0.695,8692.9301,0.0087,-5717.9785,1.9883,79916377.94,0.745,0
838,,6,43,37,80,Rb,-72175.476,1.863,8611.676,0.0233,-1864.009,3.9331,79922516.44,2,0
839,,4,42,38,80,Sr,-70311.467,3.464,8578.5966,0.0433,-9163.305,7.1389,79924517.54,3.718,0
840,,2,41,39,80,Y,-61148.162,6.242,8454.2759,0.078,-6388,300,79934354.75,6.701,0
841,,0,40,40,80,Zr,-54760,300,8365,4,-16339,500,79941213,322,1
842,,-2,39,41,80,Nb,-38420,400,8151,5,,,79958754,429,1
843,0,25,53,28,81,Ni,-16090,700,8000,9,15820,761,80982727,751,1
844,,23,52,29,81,Cu,-31910,300,8185,4,14289,300,80965743,322,1
845,,21,51,30,81,Zn,-46199.669,5.03,8351.9262,0.0621,11428.2924,5.996,80950402.62,5.4,0
846,,19,50,31,81,Ga,-57627.962,3.264,8483.3576,0.0403,8663.7335,3.8508,80938133.84,3.503,0
847,,17,49,32,81,Ge,-66291.695,2.055,8580.6587,0.0254,6241.6189,3.3436,80928832.94,2.205,0
848,,15,48,33,81,As,-72533.314,2.644,8648.0571,0.0326,3855.705,2.8072,80922132.29,2.838,0
849,,13,47,34,81,Se,-76389.019,0.977,8685.9998,0.0121,1588.0317,1.3787,80917993.02,1.049,0
850,,11,46,35,81,Br,-77977.051,0.978,8695.9465,0.0121,-280.8517,0.4713,80916288.2,1.049,0
851,,9,45,36,81,Kr,-77696.199,1.074,8682.8206,0.0133,-2239.4954,5.0188,80916589.7,1.152,0
852,,7,44,37,81,Rb,-75456.704,4.904,8645.5139,0.0605,-3928.5695,5.817,80918993.9,5.265,0
853,,5,43,38,81,Sr,-71528.134,3.128,8587.3545,0.0386,-5815.2156,6.2451,80923211.39,3.358,0
854,,3,42,39,81,Y,-65712.919,5.405,8505.9031,0.0667,-8188.5003,92.3762,80929454.28,5.802,0
855,,1,41,40,81,Zr,-57524.418,92.218,8395.1519,1.1385,-11164,410,80938245,99,0
856,,-1,40,41,81,Nb,-46360,400,8248,5,-14900,640,80950230,429,1
857,,-3,39,42,81,Mo,-31460,500,8054,6,,,80966226,537,1
858,0,26,54,28,82,Ni,-10720,800,7935,10,15010,894,81988492,859,1
859,,24,53,29,82,Cu,-25730,400,8108,5,16584,400,81972378,429,1
860,,22,52,30,82,Zn,-42313.96,3.074,8301.1175,0.0375,10616.7652,3.9162,81954574.1,3.3,0
861,,20,51,31,82,Ga,-52930.725,2.426,8421.0494,0.0296,12484.3497,3.296,81943176.53,2.604,0
862,,18,50,32,82,Ge,-65415.075,2.24,8563.7567,0.0273,4690.3523,4.3452,81929774.03,2.405,0
863,,16,49,33,82,As,-70105.427,3.729,8611.4153,0.0455,7488.4677,3.7579,81924738.73,4.003,0
864,,14,48,34,82,Se,-77593.895,0.466,8693.1973,0.0057,-95.2184,1.0767,81916699.53,0.5,0
865,,12,47,35,82,Br,-77498.677,0.971,8682.4953,0.0118,3093.1185,0.9714,81916801.75,1.042,0
866,,10,46,36,82,Kr,-80591.79509,0.00551,8710.6754,0.0003,-4403.9824,3.0088,81913481.15,0.00591,0
867,,8,45,37,82,Rb,-76187.813,3.009,8647.4275,0.0367,-177.7503,6.7048,81918209.02,3.23,0
868,,6,44,38,82,Sr,-76010.062,5.992,8635.719,0.0731,-7945.965,8.1324,81918399.85,6.432,0
869,,4,43,39,82,Y,-68064.097,5.499,8529.2762,0.0671,-4450.0341,5.7221,81926930.19,5.902,0
870,,2,42,40,82,Zr,-63614.063,1.584,8465.4666,0.0193,-11804,300,81931707.5,1.7,0
871,,0,41,41,82,Nb,-51810,300,8312,4,-11440,500,81944380,322,1
872,,-2,40,42,82,Mo,-40370,400,8163,5,,,81956661,429,1
873,0,25,54,29,83,Cu,-20390,500,8044,6,15900,583,82978110,537,1
874,,23,53,30,83,Zn,-36290,300,8226,4,12967,300,82961041,322,1
875,,21,52,31,83,Ga,-49257.129,2.612,8372.5756,0.0315,11719.3136,3.5592,82947120.3,2.804,0
876,,19,51,32,83,Ge,-60976.442,2.427,8504.3462,0.0292,8692.8893,3.6979,82934539.1,2.604,0
877,,17,50,33,83,As,-69669.331,2.799,8599.654,0.0337,5671.2117,4.129,82925206.9,3.004,0
878,,15,49,34,83,Se,-75340.543,3.036,8658.556,0.0366,3673.178,4.8392,82919118.6,3.259,0
879,,13,48,35,83,Br,-79013.721,3.795,8693.3852,0.0457,976.9222,3.7947,82915175.29,4.073,0
880,,11,47,36,83,Kr,-79990.643,0.009,8695.7295,0.0003,-920.0039,2.3288,82914126.52,0.009,0
881,,9,46,37,83,Rb,-79070.639,2.329,8675.2193,0.0281,-2273.0239,6.4245,82915114.18,2.5,0
882,,7,45,38,83,Sr,-76797.616,6.834,8638.4076,0.0823,-4591.9435,19.8444,82917554.37,7.336,0
883,,5,44,39,83,Y,-72205.672,18.631,8573.6571,0.2245,-6294.0125,19.7074,82922484.03,20,0
884,,3,43,40,83,Zr,-65911.659,6.43,8488.3997,0.0775,-8298.7493,162.2075,82929240.93,6.902,0
885,,1,42,41,83,Nb,-57612.91,162.08,8378.9889,1.9528,-11273,432,82938150,174,0
886,,-1,41,42,83,Mo,-46340,401,8234,5,-15020,641,82950252,430,1
887,,-3,40,43,83,Tc,-31320,500,8043,6,,,82966377,537,1
888,0,26,55,29,84,Cu,-13720,500,7965,6,18110,640,83985271,537,1
889,,24,54,30,84,Zn,-31830,400,8171,5,12264,401,83965829,429,1
890,,22,53,31,84,Ga,-44094.136,29.808,8307.525,0.3549,14054.2989,29.976,83952663,32,0
891,,20,52,32,84,Ge,-58148.435,3.171,8465.5244,0.0377,7705.1329,4.4789,83937575.09,3.403,0
892,,18,51,33,84,As,-65853.568,3.171,8547.9385,0.0377,10094.1624,3.7219,83929303.29,3.403,0
893,,16,50,34,84,Se,-75947.731,1.961,8658.7935,0.0233,1835.3638,25.7652,83918466.76,2.105,0
894,,14,49,35,84,Br,-77783.094,25.73,8671.3294,0.3063,4656.251,25.73,83916496.42,27.622,0
895,,12,48,36,84,Kr,-82439.34527,0.00382,8717.4473,0.0003,-2680.3708,2.194,83911497.73,0.0041,0
896,,10,47,37,84,Rb,-79758.975,2.194,8676.2244,0.0261,890.6058,2.3356,83914375.22,2.355,0
897,,8,46,38,84,Sr,-80649.58,1.243,8677.5132,0.0148,-6755.1411,4.4114,83913419.12,1.334,0
898,,6,45,39,84,Y,-73894.439,4.299,8587.7812,0.0512,-2472.7471,6.9767,83920671.06,4.615,0
899,,4,44,40,84,Zr,-71421.692,5.499,8549.0301,0.0655,-10227.8497,5.5133,83923325.66,5.903,0
900,,2,43,41,84,Nb,-61193.842,0.401,8417.9563,0.0048,-7024,298,83934305.71,0.43,0
901,,0,42,42,84,Mo,-54170,298,8325,4,-16470,499,83941846,320,1
902,,-2,41,43,84,Tc,-37700,400,8120,5,,,83959527,429,1
903,0,25,55,30,85,Zn,-25100,500,8090,6,14644,502,84973054,537,1
904,,23,54,31,85,Ga,-39744.059,37.26,8253.5687,0.4384,13379.3679,37.4459,84957333,40,0
905,,21,53,32,85,Ge,-53123.427,3.729,8401.7689,0.0439,10065.7253,4.8303,84942969.66,4.003,0
906,,19,52,33,85,As,-63189.152,3.078,8510.9851,0.0362,9224.4929,4.0313,84932163.66,3.304,0
907,,17,51,34,85,Se,-72413.645,2.613,8610.3045,0.0307,6161.8335,4.0313,84922260.76,2.804,0
908,,15,50,35,85,Br,-78575.478,3.078,8673.5926,0.0362,2904.8622,3.6705,84915645.76,3.304,0
909,,13,49,36,85,Kr,-81480.341,2,8698.5633,0.0235,687,2,84912527.26,2.147,0
910,,11,48,37,85,Rb,-82167.34065,0.005,8697.4416,0.0003,-1064.051,2.8132,84911789.74,0.00537,0
911,,9,47,38,85,Sr,-81103.29,2.813,8675.7193,0.0331,-3261.1584,19.1729,84912932.04,3.02,0
912,,7,46,39,85,Y,-77842.131,18.965,8628.1486,0.2231,-4666.9352,20.0257,84916433.04,20.36,0
913,,5,45,40,85,Zr,-73175.196,6.43,8564.0394,0.0756,-6895.512,7.625,84921443.2,6.902,0
914,,3,44,41,85,Nb,-66279.684,4.099,8473.7117,0.0482,-8769.9238,16.3572,84928845.84,4.4,0
915,,1,43,42,85,Mo,-57509.76,15.835,8361.332,0.1863,-11660,400,84938260.74,17,0
916,,-1,42,43,85,Tc,-45850,400,8215,5,-15220,640,84950778,429,1
917,,-3,41,44,85,Ru,-30630,500,8027,6,,,84967117,537,1
918,0,26,56,30,86,Zn,-20062,500,8032,6,13699,640,85978463,537,1
919,,24,55,31,86,Ga,-33760,400,8182,5,15640,593,85963757,429,1
920,,22,54,32,86,Ge,-49399.927,437.802,8354.63,5.0907,9562.2229,437.8158,85946967,470,0
921,,20,53,33,86,As,-58962.15,3.45,8456.7215,0.0401,11541.0256,4.2666,85936701.53,3.703,0
922,,18,52,34,86,Se,-70503.175,2.52,8581.8224,0.0293,5129.086,3.9717,85924311.73,2.705,0
923,,16,51,35,86,Br,-75632.261,3.078,8632.3659,0.0358,7633.4147,3.0779,85918805.43,3.304,0
924,,14,50,36,86,Kr,-83265.67593,0.00372,8712.0295,0.0003,-518.6734,0.2,85910610.62,0.00399,0
925,,12,49,37,86,Rb,-82747.003,0.2,8696.9014,0.0023,1776.0972,0.2001,85911167.44,0.214,0
926,,10,48,38,86,Sr,-84523.09977,0.00524,8708.4566,0.0003,-5240,14.1421,85909260.72,0.00563,0
927,,8,47,39,86,Y,-79283.1,14.142,8638.4293,0.1644,-1314.0763,14.5847,85914886.1,15.182,0
928,,6,46,40,86,Zr,-77969.023,3.566,8614.0523,0.0415,-8834.9627,6.5521,85916296.81,3.827,0
929,,4,45,41,86,Nb,-69134.061,5.499,8502.2231,0.0639,-5023.1337,6.2316,85925781.54,5.903,0
930,,2,44,42,86,Mo,-64110.927,2.932,8434.7175,0.0341,-12541,300,85931174.09,3.147,0
931,,0,43,43,86,Tc,-51570,300,8280,3,-11800,500,85944637,322,1
932,,-2,42,44,86,Ru,-39770,400,8133,5,,,85957305,429,1
933,0,25,56,31,87,Ga,-28870,500,8124,6,14720,583,86969007,537,1
934,,23,55,32,87,Ge,-43590,300,8285,3,12028,300,86953204,322,1
935,,21,54,33,87,As,-55617.914,2.985,8413.8521,0.0343,10808.2192,3.726,86940291.72,3.204,0
936,,19,53,34,87,Se,-66426.133,2.241,8529.092,0.0258,7465.5526,3.8766,86928688.62,2.405,0
937,,17,52,35,87,Br,-73891.685,3.171,8605.9105,0.0364,6817.8455,3.1805,86920674.02,3.404,0
938,,15,51,36,87,Kr,-80709.531,0.246,8675.284,0.0028,3888.2706,0.2463,86913354.76,0.264,0
939,,13,50,37,87,Rb,-84597.802,0.006,8710.9843,0.0003,282.2749,0.0063,86909180.53,0.006,0
940,,11,49,38,87,Sr,-84880.07643,0.00513,8705.2363,0.0003,-1861.6894,1.1278,86908877.49,0.0055,0
941,,9,48,39,87,Y,-83018.387,1.128,8674.8451,0.013,-3671.2405,4.2962,86910876.1,1.21,0
942,,7,47,40,87,Zr,-79347.147,4.146,8623.6545,0.0477,-5472.6536,7.9633,86914817.34,4.45,0
943,,5,46,41,87,Nb,-73874.493,6.802,8551.7579,0.0782,-6989.6757,7.3781,86920692.47,7.302,0
944,,3,45,42,87,Mo,-66884.817,2.857,8462.4243,0.0328,-9194.7656,5.0729,86928196.2,3.067,0
945,,1,44,43,87,Tc,-57690.052,4.192,8347.7449,0.0482,-11960,400,86938067.19,4.5,0
946,,-1,43,44,87,Ru,-45730,400,8201,5,,,86950907,429,1
947,0,26,57,31,88,Ga,-22390,500,8050,6,17129,640,87975963,537,1
948,,24,56,32,88,Ge,-39520,400,8236,5,10930,447,87957574,429,1
949,,22,55,33,88,As,-50450,200,8351,2,13434,200,87945840,215,1
950,,20,54,34,88,Se,-63884.203,3.357,8495.0045,0.0382,6831.764,4.6125,87931417.49,3.604,0
951,,18,53,35,88,Br,-70715.967,3.171,8563.7479,0.036,8975.3282,4.1059,87924083.29,3.404,0
952,,16,52,36,88,Kr,-79691.295,2.608,8656.8499,0.0296,2917.709,2.613,87914447.88,2.8,0
953,,14,51,37,88,Rb,-82609.004,0.159,8681.1154,0.0018,5312.6243,0.159,87911315.59,0.17,0
954,,12,50,38,88,Sr,-87921.62876,0.00561,8732.5958,0.0003,-3622.6,1.5,87905612.25,0.006,0
955,,10,49,39,88,Y,-84299.029,1.5,8682.5396,0.017,-670.1549,5.6076,87909501.27,1.61,0
956,,8,48,40,88,Zr,-83628.874,5.403,8666.0339,0.0614,-7457.3187,57.8921,87910220.72,5.8,0
957,,6,47,41,88,Nb,-76171.555,57.808,8572.4013,0.6569,-3485.0021,57.9345,87918226.48,62.059,0
958,,4,46,42,88,Mo,-72686.553,3.819,8523.9087,0.0434,-11016.2515,5.6021,87921967.78,4.1,0
959,,2,45,43,88,Tc,-61670.301,4.099,8389.8338,0.0466,-7331,300,87933794.21,4.4,0
960,,0,44,44,88,Ru,-54340,300,8298,3,-17479,500,87941664,322,1
961,,-2,43,45,88,Rh,-36860,400,8090,5,,,87960429,429,1
962,0,25,57,32,89,Ge,-33040,400,8161,4,13490,500,88964530,429,1
963,,23,56,33,89,As,-46530,300,8304,3,12462,300,88950048,322,1
964,,21,55,34,89,Se,-58992.398,3.729,8435.2799,0.0419,9281.873,4.951,88936669.06,4.003,0
965,,19,54,35,89,Br,-68274.271,3.264,8530.7802,0.0367,8261.5231,3.9045,88926704.56,3.504,0
966,,17,53,36,89,Kr,-76535.795,2.142,8614.8158,0.0241,5176.6042,5.8342,88917835.45,2.3,0
967,,15,52,37,89,Rb,-81712.399,5.427,8664.1895,0.061,4496.6278,5.4265,88912278.14,5.825,0
968,,13,51,38,89,Sr,-86209.026,0.092,8705.923,0.0011,1502.1757,0.351,88907450.81,0.098,0
969,,11,50,39,89,Y,-87711.202,0.339,8714.011,0.0038,-2833.2285,2.7652,88905838.16,0.363,0
970,,9,49,40,89,Zr,-84877.974,2.78,8673.3865,0.0312,-4252.2191,23.7199,88908879.75,2.983,0
971,,7,48,41,89,Nb,-80625.755,23.63,8616.8184,0.2655,-5610.8105,23.9513,88913444.7,25.367,0
972,,5,47,42,89,Mo,-75014.944,3.912,8544.9851,0.044,-7620.0875,5.4673,88919468.15,4.2,0
973,,3,46,43,89,Tc,-67394.857,3.819,8450.5758,0.0429,-9025.4327,24.5181,88927648.65,4.1,0
974,,1,45,44,89,Ru,-58369.424,24.219,8340.376,0.2721,-12719,361,88937337.85,26,0
975,,-1,44,45,89,Rh,-45651,361,8189,4,,,88950992,387,1
976,0,26,58,32,90,Ge,-28470,500,8109,6,12520,640,89969436,537,1
977,,24,57,33,90,As,-40990,400,8240,4,14810,518,89955995,429,1
978,,22,56,34,90,Se,-55800.223,329.749,8395.7672,3.6639,8200.0834,329.766,89940096,354,0
979,,20,55,35,90,Br,-64000.306,3.357,8478.1865,0.0373,10958.9533,3.8396,89931292.85,3.604,0
980,,18,54,36,90,Kr,-74959.259,1.863,8591.2599,0.0207,4406.3133,6.7158,89919527.93,2,0
981,,16,53,37,90,Rb,-79365.573,6.452,8631.5262,0.0717,6585.3721,6.4806,89914797.56,6.926,0
982,,14,52,38,90,Sr,-85950.945,1.449,8696.0043,0.0161,545.9674,1.406,89907727.87,1.555,0
983,,12,51,39,90,Y,-86496.912,0.354,8693.3778,0.0039,2275.635,0.3726,89907141.75,0.379,0
984,,10,50,40,90,Zr,-88772.547,0.118,8709.9699,0.0013,-6111.0165,3.3163,89904698.76,0.126,0
985,,8,49,41,90,Nb,-82661.531,3.317,8633.377,0.0369,-2489.0165,3.3163,89911259.2,3.561,0
986,,6,48,42,90,Mo,-80172.514,3.463,8597.0285,0.0385,-9447.8181,3.611,89913931.27,3.717,0
987,,4,47,43,90,Tc,-70724.696,1.025,8483.36,0.0114,-5840.8951,3.8685,89924073.92,1.1,0
988,,2,46,44,90,Ru,-64883.801,3.73,8409.7684,0.0414,-13250,200,89930344.38,4.004,0
989,,0,45,45,90,Rh,-51634,200,8254,2,-11924,447,89944569,215,1
990,,-2,44,46,90,Pd,-39710,400,8113,4,,,89957370,429,1
991,0,25,58,33,91,As,-36500,400,8189,4,14080,589,90960816,429,1
992,,23,57,34,91,Se,-50580.13,433.145,8334.8382,4.7598,10527.1716,433.1593,90945700,465,0
993,,21,56,35,91,Br,-61107.301,3.543,8441.9242,0.0389,9866.6724,4.1898,90934398.62,3.804,0
994,,19,55,36,91,Kr,-70973.974,2.236,8541.7519,0.0246,6771.0748,8.1153,90923806.31,2.4,0
995,,17,54,37,91,Rb,-77745.049,7.801,8607.5621,0.0857,5906.901,8.8732,90916537.26,8.375,0
996,,15,53,38,91,Sr,-83651.95,5.453,8663.8759,0.0599,2699.3714,5.2468,90910195.94,5.853,0
997,,13,52,39,91,Y,-86351.321,1.843,8684.9421,0.0203,1544.271,1.8403,90907298.05,1.978,0
998,,11,51,40,91,Zr,-87895.592,0.095,8693.3149,0.0011,-1257.5644,2.9243,90905640.21,0.101,0
999,,9,50,41,91,Nb,-86638.028,2.926,8670.8983,0.0322,-4429.1934,6.7439,90906990.26,3.14,0
1000,,7,49,42,91,Mo,-82208.834,6.238,8613.6286,0.0686,-6222.1768,6.6706,90911745.19,6.696,0
1001,,5,48,43,91,Tc,-75986.657,2.363,8536.6558,0.026,-7746.8246,3.2422,90918424.97,2.536,0
1002,,3,47,44,91,Ru,-68239.833,2.221,8442.9287,0.0244,-9670,298,90926741.53,2.384,0
1003,,1,46,45,91,Rh,-58570,298,8328,3,-12400,300,90937123,320,1
1004,,-1,45,46,91,Pd,-46170,423,8183,5,,,90950435,454,1
1005,0,26,59,33,92,As,-30380,500,8121,5,16344,640,91967386,537,1
1006,,24,58,34,92,Se,-46724,400,8290,4,9509,400,91949840,429,1
1007,,22,57,35,92,Br,-56232.812,6.709,8384.9123,0.0729,12536.5161,7.2322,91939631.6,7.202,0
1008,,20,56,36,92,Kr,-68769.329,2.701,8512.675,0.0294,6003.121,6.6924,91926173.09,2.9,0
1009,,18,55,37,92,Rb,-74772.45,6.123,8569.4225,0.0666,8094.9212,6.4187,91919728.48,6.573,0
1010,,16,54,38,92,Sr,-82867.371,3.423,8648.907,0.0372,1949.1237,9.3841,91911038.22,3.675,0
1011,,14,53,39,92,Y,-84816.494,9.127,8661.5894,0.0992,3642.5294,9.1271,91908945.75,9.798,0
1012,,12,52,40,92,Zr,-88459.024,0.094,8692.6783,0.0011,-2005.7335,1.7823,91905035.34,0.101,0
1013,,10,51,41,92,Nb,-86453.29,1.784,8662.3731,0.0194,355.2968,1.7911,91907188.58,1.915,0
1014,,8,50,42,92,Mo,-86808.587,0.157,8657.7312,0.0017,-7882.8841,3.1063,91906807.15,0.168,0
1015,,6,49,43,92,Tc,-78925.703,3.102,8563.544,0.0337,-4624.4922,4.1246,91915269.78,3.33,0
1016,,4,48,44,92,Ru,-74301.211,2.718,8504.774,0.0295,-11302.1155,5.1531,91920234.37,2.917,0
1017,,2,47,45,92,Rh,-62999.095,4.378,8373.4211,0.0476,-8220,345,91932367.69,4.7,0
1018,,0,46,46,92,Pd,-54779.095,345.028,8275.5695,3.7503,-17249,528,91941192.23,370.402,0
1019,,-2,45,47,92,Ag,-37530,400,8080,4,,,91959710,429,1
1020,0,25,59,34,93,Se,-40860,400,8225,4,12030,588,92956135,429,1
1021,,23,58,35,93,Br,-52890.235,430.816,8345.5986,4.6324,11245.7673,430.8234,92943220,462.5,0
1022,,21,57,36,93,Kr,-64136.002,2.515,8458.1085,0.027,8483.8977,8.2243,92931147.17,2.7,0
1023,,19,56,37,93,Rb,-72619.9,7.83,8540.9209,0.0842,7465.9434,8.8761,92922039.33,8.406,0
1024,,17,55,38,93,Sr,-80085.844,7.554,8612.7875,0.0812,4141.3118,11.6972,92914024.31,8.109,0
1025,,15,54,39,93,Y,-84227.155,10.488,8648.9054,0.1128,2894.8723,10.483,92909578.43,11.259,0
1026,,13,53,40,93,Zr,-87122.028,0.456,8671.6207,0.0049,90.8123,1.4838,92906470.66,0.489,0
1027,,11,52,41,93,Nb,-87212.84,1.49,8664.1849,0.016,-405.7609,1.5012,92906373.17,1.599,0
1028,,9,51,42,93,Mo,-86807.079,0.181,8651.4095,0.002,-3200.9629,1.004,92906808.77,0.193,0
1029,,7,50,43,93,Tc,-83606.116,1.012,8608.5782,0.0109,-6389.3929,2.2995,92910245.15,1.086,0
1030,,5,49,44,93,Ru,-77216.723,2.065,8531.4627,0.0222,-8204.9136,3.3425,92917104.44,2.216,0
1031,,3,48,45,93,Rh,-69011.81,2.629,8434.8255,0.0283,-10030,370,92925912.78,2.821,0
1032,,1,47,46,93,Pd,-58981.81,370.009,8318.5637,3.9786,-12582,545,92936680.43,397.221,0
1033,,-1,46,47,93,Ag,-46400,401,8175,4,,,92950188,430,1
1034,0,26,60,34,94,Se,-36803,500,8180,5,10846,539,93960490,537,1
1035,,24,59,35,94,Br,-47650,200,8287,2,13698,201,93948846,215,1
1036,,22,58,36,94,Kr,-61347.78,12.109,8424.3318,0.1288,7215.0114,12.2782,93934140.45,13,0
1037,,20,57,37,94,Rb,-68562.791,2.029,8492.7644,0.0216,10282.9297,2.623,93926394.82,2.177,0
1038,,18,56,38,94,Sr,-78845.721,1.663,8593.8344,0.0177,3505.7517,6.422,93915355.64,1.785,0
1039,,16,55,39,94,Y,-82351.473,6.38,8622.8068,0.0679,4917.8589,6.3799,93911592.06,6.849,0
1040,,14,54,40,94,Zr,-87269.332,0.164,8666.8016,0.0018,-900.2684,1.5,93906312.52,0.175,0
1041,,12,53,41,94,Nb,-86369.063,1.491,8648.9014,0.0159,2045.0163,1.4937,93907279,1.6,0
1042,,10,52,42,94,Mo,-88414.079,0.141,8662.3341,0.0015,-4255.7476,4.0687,93905083.59,0.151,0
1043,,8,51,43,94,Tc,-84158.332,4.071,8608.7373,0.0433,-1574.7296,5.1433,93909652.32,4.37,0
1044,,6,50,44,94,Ru,-82583.602,3.143,8583.662,0.0334,-9675.9789,4.615,93911342.86,3.374,0
1045,,4,49,45,94,Rh,-72907.623,3.379,8472.4033,0.0359,-6805.3428,5.4588,93921730.45,3.627,0
1046,,2,48,46,94,Pd,-66102.281,4.287,8391.6832,0.0456,-13700,400,93929036.29,4.602,0
1047,,0,47,47,94,Ag,-52402,400,8238,4,-11962,640,93943744,429,1
1048,,-2,46,48,94,Cd,-40440,500,8102,5,,,93956586,537,1
1049,0,27,61,34,95,Se,-30460,500,8112,5,13390,583,94967300,537,1
1050,,25,60,35,95,Br,-43850,300,8245,3,12309,301,94952925,322,1
1051,,23,59,36,95,Kr,-56158.92,18.63,8365.9963,0.1961,9731.3868,27.5124,94939710.92,20,0
1052,,21,58,37,95,Rb,-65890.307,20.245,8460.1967,0.2131,9226.9772,20.2036,94929263.85,21.733,0
1053,,19,57,38,95,Sr,-75117.284,5.81,8549.0875,0.0612,6090.6528,7.2395,94919358.28,6.237,0
1054,,17,56,39,95,Y,-81207.937,6.779,8604.9644,0.0714,4452.0031,6.7718,94912819.7,7.277,0
1055,,15,55,40,95,Zr,-85659.94,0.869,8643.5924,0.0092,1126.3312,0.9854,94908040.28,0.933,0
1056,,13,54,41,95,Nb,-86786.272,0.508,8647.2133,0.0054,925.6009,0.4938,94906831.11,0.545,0
1057,,11,53,42,95,Mo,-87711.872,0.123,8648.7212,0.0013,-1690.5175,5.0782,94905837.44,0.132,0
1058,,9,52,43,95,Tc,-86021.355,5.08,8622.6911,0.0535,-2563.5961,10.531,94907652.28,5.453,0
1059,,7,51,44,95,Ru,-83457.759,9.502,8587.4706,0.1,-5117.1423,10.2656,94910404.42,10.2,0
1060,,5,50,45,95,Rh,-78340.616,3.886,8525.3707,0.0409,-8374.7035,4.9281,94915897.89,4.171,0
1061,,3,49,46,95,Pd,-69965.913,3.031,8428.9807,0.0319,-10060,400,94924888.51,3.253,0
1062,,1,48,47,95,Ag,-59906,400,8315,4,-12850,400,94935688,429,1
1063,,-1,47,48,95,Cd,-47056,566,8171,6,,,94949483,607,1
1064,0,26,61,35,96,Br,-38210,300,8184,3,14872,301,95958980,322,1
1065,,24,60,36,96,Kr,-53081.682,19.277,8330.8721,0.2008,8272.6693,19.5669,95943014.47,20.695,0
1066,,22,59,37,96,Rb,-61354.351,3.353,8408.8963,0.0349,11563.897,9.1062,95934133.4,3.599,0
1067,,20,58,38,96,Sr,-72918.248,8.466,8521.2041,0.0882,5411.738,9.7257,95921719.05,9.089,0
1068,,18,57,39,96,Y,-78329.986,6.075,8569.4269,0.0633,7108.8741,6.074,95915909.31,6.521,0
1069,,16,56,40,96,Zr,-85438.86,0.114,8635.3283,0.0012,163.9704,0.1,95908277.62,0.122,0
1070,,14,55,41,96,Nb,-85602.83,0.147,8628.8868,0.0015,3192.059,0.107,95908101.59,0.157,0
1071,,12,54,42,96,Mo,-88794.889,0.12,8653.988,0.0013,-2973.2411,5.145,95904674.77,0.128,0
1072,,10,53,43,96,Tc,-85821.648,5.146,8614.8673,0.0536,258.7369,5.1464,95907866.68,5.524,0
1073,,8,52,44,96,Ru,-86080.385,0.17,8609.413,0.0018,-6392.6529,10,95907588.91,0.182,0
1074,,6,51,45,96,Rh,-79687.732,10.001,8534.6735,0.1042,-3504.3127,10.8442,95914451.71,10.737,0
1075,,4,50,46,96,Pd,-76183.42,4.194,8490.0207,0.0437,-11671.7741,90.1814,95918213.74,4.502,0
1076,,2,49,47,96,Ag,-64511.645,90.084,8360.2903,0.9384,-8940,400,95930743.9,96.708,0
1077,,0,48,48,96,Cd,-55572,410,8259,4,-17482,647,95940341,440,1
